Date,Rm,AbsoluteRm,SquaredRm,Csad,LeftTail,RightTail
2002-07-31,-0.0023234858043539924,0.0023234858043539924,5.398586283034519e-06,0.07251291118893781,0,0
2002-08-31,0.03493054270583639,0.03493054270583639,0.0012201428137242599,1.8909313113993675,0,1
2002-09-30,0.0021311520092944856,0.0021311520092944856,4.5418088867199235e-06,0.9871374162336657,0,0
2002-10-31,-0.00672832752791201,0.00672832752791201,4.527039132285854e-05,0.8204652705227639,0,0
2002-11-30,0.04554877181831696,0.04554877181831696,0.002074690614157105,3.0160863819700667,0,1
2002-12-31,0.023218725456504673,0.023218725456504673,0.0005391092118245381,1.484727169079256,0,0
2003-01-31,0.014496025170065551,0.014496025170065551,0.000210134745731174,1.7916625672528557,0,0
2003-02-28,0.014463948692208696,0.014463948692208696,0.00020920581177084563,1.0181666910420648,0,0
2003-03-31,0.006450453824230899,0.006450453824230899,4.160835453853503e-05,0.9038980713843117,0,0
2003-04-30,0.04519638048082398,0.04519638048082398,0.002042712808567407,2.691535621481625,0,1
2003-05-31,0.022947729357697615,0.022947729357697615,0.000526598282674137,2.4399117281887186,0,0
2003-06-30,0.003010005868758319,0.003010005868758319,9.060135329959522e-06,1.1463481717482922,0,0
2003-07-31,-0.032553523191669806,0.032553523191669806,0.0010597318721905838,1.6889260631568102,1,0
2003-08-31,0.008291115144128768,0.008291115144128768,6.87425903332014e-05,0.02438671688576198,0,0
2003-09-30,0.027868599880807872,0.027868599880807872,0.0007766588593165646,2.299456100029464,0,0
2003-10-31,-0.0020573361353546614,0.0020573361353546614,4.2326319738360535e-06,0.4564552164851184,0,0
2003-11-30,0.011931522576560185,0.011931522576560185,0.0001423612309949654,0.965693827248462,0,0
2003-12-31,0.011732316915545325,0.011732316915545325,0.00013764726020679097,1.0282189083883346,0,0
2004-01-31,0.012412460504448226,0.012412460504448226,0.00015406917577448712,1.3632573342663095,0,0
2004-02-29,0.006576266874082511,0.006576266874082511,4.324728599915496e-05,0.6966060130432268,0,0
2004-03-31,0.010064055696672713,0.010064055696672713,0.00010128521706573049,0.8440406356014323,0,0
2004-04-30,-0.023032408291375813,0.023032408291375813,0.0005304918317006373,1.540263740228965,1,0
2004-05-31,-0.009932548026393213,0.009932548026393213,9.865551029660771e-05,0.8362710311254646,0,0
2004-06-30,0.00676478607418671,0.00676478607418671,4.576233062951044e-05,0.7549354084126194,0,0
2004-07-31,0.010747140449510776,0.010747140449510776,0.00011550102784151069,1.064457894772165,0,0
2004-08-31,0.019915675834530227,0.019915675834530227,0.00039663414394609125,1.6177465149757735,0,0
2004-09-30,0.008229495589297716,0.008229495589297716,6.772459765427057e-05,0.9807204778468006,0,0
2004-10-31,0.012724062161368687,0.012724062161368687,0.0001619017578863744,0.9741083189775057,0,0
2004-11-30,0.00047020617508366526,0.00047020617508366526,2.2109384708681048e-07,0.1195732502809876,0,0
2004-12-31,0.013678876554025077,0.013678876554025077,0.00018711166378025697,0.9171496293430108,0,0
2005-01-31,0.0034451743303945625,0.0034451743303945625,1.1869226166809621e-05,0.5364045778850173,0,0
2005-02-28,-0.0007777103798596743,0.0007777103798596743,6.04833434941479e-07,0.35154616617135265,0,0
2005-03-31,-0.0313380448812986,0.0313380448812986,0.0009820730569822854,1.3772230903562586,1,0
2005-04-30,-0.001985355726732137,0.001985355726732137,3.941637361668092e-06,0.4948415901206872,0,0
2005-05-31,0.017343084805521623,0.017343084805521623,0.000300782590571515,0.938754419757329,0,0
2005-06-30,0.013806664544337358,0.013806664544337358,0.0001906239858398623,1.1181273936145582,0,0
2005-07-31,0.00517416814546809,0.00517416814546809,2.677201599757669e-05,0.1525453851855453,0,0
2005-08-31,0.003442023812360529,0.003442023812360529,1.184752792485691e-05,0.5165385724832773,0,0
2005-09-30,-0.019682379235862597,0.019682379235862597,0.00038739605238431507,0.557913522874741,1,0
2005-10-31,-0.011047707931513157,0.011047707931513157,0.00012205185054001872,0.9399164520398543,0,0
2005-11-30,0.0002992870126323532,0.0002992870126323532,8.957271593039834e-08,0.4786128214632261,0,0
2005-12-31,0.0041676037974277,0.0041676037974277,1.7368921412333785e-05,0.6740832681190965,0,0
2006-01-31,0.009059991964623015,0.009059991964623015,8.20834543990336e-05,0.6758190784012856,0,0
2006-02-28,-0.0028679196902043572,0.0028679196902043572,8.224963349461856e-06,0.41659427086741213,0,0
2006-03-31,-0.0070917505628551045,0.0070917505628551045,5.029292604575569e-05,0.28827878440249655,0,0
2006-04-30,0.0009042014673877886,0.0009042014673877886,8.175802936262302e-07,0.034576164221310185,0,0
2006-05-31,0.0022924975019519627,0.0022924975019519627,5.255544796455989e-06,0.16842811625913823,0,0
2006-06-30,-0.0019079641581115647,0.0019079641581115647,3.6403272286383717e-06,0.3016196774354769,0,0
2006-07-31,0.013344527704381737,0.013344527704381737,0.00017807641965301172,1.15040193773438,0,0
2006-08-31,0.01709437600316041,0.01709437600316041,0.0002922176909374265,1.449069878667318,0,0
2006-09-30,0.008398273514970928,0.008398273514970928,7.053099803226214e-05,1.1827218900189438,0,0
2006-10-31,0.007317692872518984,0.007317692872518984,5.354862897651514e-05,0.6370040330408591,0,0
2006-11-30,0.02155406153779569,0.02155406153779569,0.0004645775687750835,1.3110390970255075,0,0
2006-12-31,0.0009821788326252398,0.0009821788326252398,9.64675259257079e-07,0.30999289659046453,0,0
2007-01-31,0.0005085783353313233,0.0005085783353313233,2.5865192316838e-07,0.17063611825734276,0,0
2007-02-28,0.017506165693674126,0.017506165693674126,0.0003064658372943729,1.3455830225413707,0,0
2007-03-31,-0.005249456692331032,0.005249456692331032,2.7556795564659064e-05,0.1334710350108373,0,0
2007-04-30,0.0069083524459795705,0.0069083524459795705,4.772533351787192e-05,0.6607483145270698,0,0
2007-05-31,-0.003621472013344527,0.003621472013344527,1.3115059543437662e-05,0.009677833274990047,0,0
2007-06-30,-0.010692735985970899,0.010692735985970899,0.00011433460286567705,0.7128734361579477,0,0
2007-07-31,-0.015516118155876283,0.015516118155876283,0.00024074992262711363,0.4285133136355969,0,0
2007-08-31,0.008032912896099044,0.008032912896099044,6.452768959631432e-05,0.5579909543906214,0,0
2007-09-30,0.014854371343477309,0.014854371343477309,0.00022065234800991987,1.1592128470715155,0,0
2007-10-31,0.009031027022155637,0.009031027022155637,8.155944907490531e-05,1.1686230406261953,0,0
2007-11-30,-0.007906379709158388,0.007906379709158388,6.251084010539147e-05,0.4207747755218836,0,0
2007-12-31,0.000619849503722439,0.000619849503722439,3.842134072649539e-07,0.041189267274339324,0,0
2008-01-31,0.008901506383992812,0.008901506383992812,7.923681590426478e-05,0.7625863663557756,0,0
2008-02-29,-0.010722667774648923,0.010722667774648923,0.00011497560420549449,0.3523133638877824,0,0
2008-03-31,-0.004685336734603662,0.004685336734603662,2.1952380316626505e-05,0.4100150107952026,0,0
2008-04-30,0.01966088163155533,0.01966088163155533,0.0003865502665300298,1.4387053672997197,0,0
2008-05-31,-0.004303651332305269,0.004303651332305269,1.8521414790052916e-05,0.17238803685467555,0,0
2008-06-30,-0.012604546960318236,0.012604546960318236,0.00015887460407486767,1.0673972201410638,0,0
2008-07-31,-0.008731352955256563,0.008731352955256563,7.623652442926752e-05,0.6477359230695975,0,0
2008-08-31,0.009165799038456802,0.009165799038456802,8.401187201337564e-05,0.7513794371573517,0,0
2008-09-30,-0.09385851840343404,0.09385851840343404,0.008809421476887767,4.62989046822906,1,0
2008-10-31,-0.027552167035874365,0.027552167035874365,0.000759121908372722,7.386900023998855,1,0
2008-11-30,0.009653308739511184,0.009653308739511184,9.318636962032301e-05,0.4872386651736979,0,0
2008-12-31,0.08922902108982667,0.08922902108982667,0.007961818204648733,4.758162978195141,0,1
2009-01-31,0.008217902268214434,0.008217902268214434,6.753391768992395e-05,3.1866117366468556,0,0
2009-02-28,-0.018162050721827614,0.018162050721827614,0.00032986008642223896,1.6212233310017088,0,0
2009-03-31,0.012030496286132451,0.012030496286132451,0.0001447328408906467,0.33905059069995686,0,0
2009-04-30,0.04979945094027919,0.04979945094027919,0.002479985313953274,5.477472764123353,0,1
2009-05-31,0.03460250550242155,0.03460250550242155,0.0011973333870451135,4.429123188917392,0,1
2009-06-30,0.02019414031984831,0.02019414031984831,0.0004078033032577232,3.0084637336909243,0,0
2009-07-31,0.031109881391595755,0.031109881391595755,0.0009678247201991558,2.9394234823101693,0,1
2009-08-31,0.020199177692751424,0.020199177692751424,0.00040800677946334677,2.7156066516397446,0,0
2009-09-30,0.02662330286686031,0.02662330286686031,0.0007088002555405724,2.8018573417156074,0,0
2009-10-31,0.006627685855994876,0.006627685855994876,4.392621980575453e-05,0.9828717292987262,0,0
2009-11-30,0.012408566669644376,0.012408566669644376,0.0001539725267950093,1.2082777005721212,0,0
2009-12-31,0.005016921448472393,0.005016921448472393,2.516950082014233e-05,0.464747481351223,0,0
2010-01-31,0.011095005632464242,0.011095005632464242,0.00012309914998441326,1.4571095993421452,0,0
2010-02-28,0.004541818909519351,0.004541818909519351,2.0628119006867545e-05,0.28148363453068703,0,0
2010-03-31,0.00886075167648825,0.00886075167648825,7.851292027238932e-05,1.1267297654490205,0,0
2010-04-30,0.01399044592837585,0.01399044592837585,0.00019573257727480842,1.508312915023612,0,0
2010-05-31,-0.008270685465233778,0.008270685465233778,6.840423806482929e-05,0.6322059462605961,0,0
2010-06-30,0.0118674312656451,0.0118674312656451,0.00014083592484481083,0.9532024912243187,0,0
2010-07-31,0.01929985013698874,0.01929985013698874,0.0003724842153102243,1.7430776958981522,0,0
2010-08-31,0.008253550394458263,0.008253550394458263,6.812109411386215e-05,1.2879865364571734,0,0
2010-09-30,0.009894686009083522,0.009894686009083522,9.79048112183532e-05,1.1940770259487101,0,0
2010-10-31,0.006740880604017378,0.006740880604017378,4.543947131761769e-05,0.8660455242684052,0,0
2010-11-30,-0.007498110591452777,0.007498110591452777,5.6221662441656315e-05,0.2683339890466735,0,0
2010-12-31,0.000159266810904248,0.000159266810904248,2.5365917055609487e-08,0.18370011009183995,0,0
2011-01-31,0.006679926070484029,0.006679926070484029,4.462141230713221e-05,1.0261939661024806,0,0
2011-02-28,0.006344350917851123,0.006344350917851123,4.0250788568838384e-05,0.6299614960197506,0,0
2011-03-31,0.00023508724398302696,0.00023508724398302696,5.5266012283535244e-08,0.36028763370762984,0,0
2011-04-30,0.014275012475192755,0.014275012475192755,0.0002037759811669088,1.3478512135590224,0,0
2011-05-31,0.0068605950905735865,0.0068605950905735865,4.70677649968024e-05,0.9593547027233685,0,0
2011-06-30,-0.0042784510927396996,0.0042784510927396996,1.830514375296553e-05,0.3806970207147837,0,0
2011-07-31,0.01370217025216701,0.01370217025216701,0.00018774946961937057,1.2094679681757725,0,0
2011-08-31,-0.00173654529508097,0.00173654529508097,3.015589561867853e-06,0.7023264090187693,0,0
2011-09-30,-0.0068436019388790756,0.0068436019388790756,4.6834887497829444e-05,0.7255028494691843,0,0
2011-10-31,0.024341689794720442,0.024341689794720442,0.0005925178620623974,1.8593695540082904,0,0
2011-11-30,-0.015207161740827585,0.015207161740827585,0.00023125776821169026,0.6660238027498773,0,0
2011-12-31,0.01888072338448929,0.01888072338448929,0.0003564817155216007,1.262459859527608,0,0
2012-01-31,0.015717331903124254,0.015717331903124254,0.0002470345221529675,2.1600435455133042,0,0
2012-02-29,0.01111174480620991,0.01111174480620991,0.00012347087263833289,1.3929904270503874,0,0
2012-03-31,-0.00508983232424854,0.00508983232424854,2.5906393088965298e-05,0.15266310067810893,0,0
2012-04-30,0.007109914854262471,0.007109914854262471,5.055088923486213e-05,0.6704183361548363,0,0
2012-05-31,-0.0018710880690020683,0.0018710880690020683,3.5009705619618888e-06,0.05146674837447798,0,0
2012-06-30,0.009393922017714083,0.009393922017714083,8.824577087489343e-05,0.666897373146977,0,0
2012-07-31,0.02052618897618451,0.02052618897618451,0.0004213244338860385,1.88965825496804,0,0
2012-08-31,0.002372904927423605,0.002372904927423605,5.630677794591223e-06,0.4928825847908767,0,0
2012-09-30,0.010571515388694363,0.010571515388694363,0.00011175693761340173,1.1799553706382906,0,0
2012-10-31,0.007429448823551432,0.007429448823551432,5.5196709821769753e-05,0.5917359853730139,0,0
2012-11-30,0.0004729509818420502,0.0004729509818420502,2.2368263122535927e-07,0.07285263166184507,0,0
2012-12-31,0.004700348307743392,0.004700348307743392,2.2093274214106174e-05,0.4359270305296606,0,0
2013-01-31,-0.005222289695774786,0.005222289695774786,2.7272309666595503e-05,0.3316535049409483,0,0
2013-02-28,0.005078977629983307,0.005078977629983307,2.579601376587085e-05,0.47631957229293254,0,0
2013-03-31,0.0036928354502792043,0.0036928354502792043,1.3637033662838815e-05,0.5053555828272871,0,0
2013-04-30,0.017742818161518993,0.017742818161518993,0.0003148075963127282,1.2969354125007349,0,0
2013-05-31,-0.015826821307236685,0.015826821307236685,0.00025048827269120115,0.7173182263157617,0,0
2013-06-30,-0.022636198286890265,0.022636198286890265,0.0005123974728834138,2.2620092541124577,1,0
2013-07-31,0.008229925242814181,0.008229925242814181,6.773166950231006e-05,0.9851993872523679,0,0
2013-08-31,-0.004585738524773954,0.004585738524773954,2.1028997817596e-05,0.3932015112974739,0,0
2013-09-30,0.003757417770785488,0.003757417770785488,1.4118188304214585e-05,0.7246139904753125,0,0
2013-10-31,0.014512659275071714,0.014512659275071714,0.00021061727923432505,1.4416882948792726,0,0
2013-11-30,-0.0021710400305271324,0.0021710400305271324,4.713414814151252e-06,0.07363083002836746,0,0
2013-12-31,0.0034010306363879365,0.0034010306363879365,1.1567009389649333e-05,0.1873673326016612,0,0
2014-01-31,0.008599453774740686,0.008599453774740686,7.395060522390185e-05,1.027853966998577,0,0
2014-02-28,0.014218059855713354,0.014218059855713354,0.00020215322606064766,0.997975968646475,0,0
2014-03-31,0.0009938157644651484,0.0009938157644651484,9.876697736994474e-07,0.34949800001880543,0,0
2014-04-30,0.00784101932228111,0.00784101932228111,6.148158401238571e-05,0.7806954732223945,0,0
2014-05-31,0.010904226754814762,0.010904226754814762,0.00011890216112041808,1.102852480358443,0,0
2014-06-30,0.0025842730034024656,0.0025842730034024656,6.6784669561148e-06,0.44611273704679366,0,0
2014-07-31,-0.004272651166132897,0.004272651166132897,1.8255547987456804e-05,0.02780819700038789,0,0
2014-08-31,0.012980666659916424,0.012980666659916424,0.0001684977069358658,0.9340415396469807,0,0
2014-09-30,-0.013398537118385161,0.013398537118385161,0.00017952079691274493,0.8537927565447193,0,0
2014-10-31,0.00886961950309119,0.00886961950309119,7.867015012961563e-05,0.4284661621841781,0,0
2014-11-30,-0.0003153706387449733,0.0003153706387449733,9.945863978241245e-08,0.36353779298268357,0,0
2014-12-31,-0.005441353403022788,0.005441353403022788,2.960832685658768e-05,0.18724631402411906,0,0
2015-01-31,0.01637048168667353,0.01637048168667353,0.00026799267065371344,1.637695430927097,0,0
2015-02-28,0.001724794432268718,0.001724794432268718,2.974915833585169e-06,0.4114883505103495,0,0
2015-03-31,-0.0010471290406490906,0.0010471290406490906,1.0964792277706847e-06,0.19472470878314324,0,0
2015-04-30,-0.002445559866082863,0.002445559866082863,5.98076305859523e-06,0.3397670004374811,0,0
2015-05-31,-0.0033370945009664867,0.0033370945009664867,1.1136199708380765e-05,0.5371143420036563,0,0
2015-06-30,-0.013103049892502033,0.013103049892502033,0.00017168991648539752,1.108899306748985,0,0
2015-07-31,-0.002468883487835512,0.002468883487835512,6.095385676506842e-06,0.10770348766388606,0,0
2015-08-31,-0.006809393132290745,0.006809393132290745,4.636783483008836e-05,0.9151563901258382,0,0
2015-09-30,-0.0059486109424973154,0.0059486109424973154,3.53859721451988e-05,0.4709290696753286,0,0
2015-10-31,0.011296963688419107,0.011296963688419107,0.00012762138857745983,1.3425089316873347,0,0
2015-11-30,-0.007312102232588958,0.007312102232588958,5.3466839059832416e-05,0.49996184644403197,0,0
2015-12-31,-0.010919958364456245,0.010919958364456245,0.00011924549068145791,1.0813857231444066,0,0
2016-01-31,-0.00721667267081012,0.00721667267081012,5.2080364437617667e-05,1.324652404942997,0,0
2016-02-29,0.01494553727563224,0.01494553727563224,0.00022336908445731273,0.45232626952832866,0,0
2016-03-31,0.03395669519353447,0.03395669519353447,0.001153057148466607,3.3847995003141462,0,1
2016-04-30,0.02344023635887021,0.02344023635887021,0.000549444680559701,2.0128131720511915,0,0
2016-05-31,-0.0005152705596928748,0.0005152705596928748,2.655037496862085e-07,0.15590520107134587,0,0
2016-06-30,0.018511710438323763,0.018511710438323763,0.000342683423352345,1.5388820024590384,0,0
2016-07-31,0.012796218961459575,0.012796218961459575,0.00016374321970961757,1.4975974412796345,0,0
2016-08-31,0.007445656257777192,0.007445656257777192,5.543779710897666e-05,0.8669794957109537,0,0
2016-09-30,0.0018220549273092002,0.0018220549273092002,3.319884158131735e-06,0.0963546397976127,0,0
2016-10-31,-0.007188974205151928,0.007188974205151928,5.16813501223398e-05,0.23854136217802163,0,0
2016-11-30,-0.016421794119328696,0.016421794119328696,0.0002696753220976185,1.3453839990916225,0,0
2016-12-31,0.008769595182153093,0.008769595182153093,7.690579965884273e-05,0.9095240221666806,0,0
2017-01-31,0.0035276099794027483,0.0035276099794027483,1.2444032166781859e-05,0.7654548029756174,0,0
2017-02-28,0.010844797732529948,0.010844797732529948,0.0001176096378594867,1.0495586551031724,0,0
2017-03-31,-0.002511103215135926,0.002511103215135926,6.305639357065985e-06,0.02983419524334425,0,0
2017-04-30,0.008446236493051236,0.008446236493051236,7.133891089655045e-05,0.9164439121452932,0,0
2017-05-31,0.006968733925477821,0.006968733925477821,4.856325252410552e-05,0.7692068157294263,0,0
2017-06-30,0.0027645932036585255,0.0027645932036585255,7.642975581714909e-06,0.5344230604260553,0,0
2017-07-31,0.004562886197827359,0.004562886197827359,2.0819930454323413e-05,0.47147783703051266,0,0
2017-08-31,0.0033019525501682624,0.0033019525501682624,1.0902890643562692e-05,0.4715309126516117,0,0
2017-09-30,0.0016485368095085196,0.0016485368095085196,2.717673612304529e-06,0.33428315436727407,0,0
2017-10-31,0.0011445744831688612,0.0011445744831688612,1.3100507475212659e-06,0.45380135857382853,0,0
2017-11-30,-0.0019779752488169066,0.0019779752488169066,3.912386084932304e-06,0.1662413514120343,0,0
2017-12-31,0.0076947484767943344,0.0076947484767943344,5.920915412112873e-05,0.5345628361306412,0,0
2018-01-31,-0.0028577958885499465,0.0028577958885499465,8.166997340612978e-06,0.20713936896751337,0,0
2018-02-28,-0.011490211857614464,0.011490211857614464,0.00013202496853286403,1.3145463500077175,0,0
2018-03-31,0.0008661874543608424,0.0008661874543608424,7.502807060921165e-07,0.10719641569598698,0,0
2018-04-30,-0.0051573565308196045,0.0051573565308196045,2.6598326385987625e-05,0.19942303825513946,0,0
2018-05-31,0.0033680731805924317,0.0033680731805924317,1.1343916949826018e-05,0.4876451082996579,0,0
2018-06-30,-0.002112649108969442,0.002112649108969442,4.4632862576293765e-06,0.1504562499870001,0,0
2018-07-31,0.009522420966301733,0.009522420966301733,9.067650105946284e-05,0.6671600069640065,0,0
2018-08-31,0.003165249756975179,0.003165249756975179,1.0018806024031429e-05,0.5320789962001619,0,0
2018-09-30,-0.00020220393356257886,0.00020220393356257886,4.0886430748179806e-08,0.09419372453823753,0,0
2018-10-31,-0.01282894887101214,0.01282894887101214,0.00016458192913504369,1.263155723313172,0,0
2018-11-30,-0.004951175559375755,0.004951175559375755,2.4514139419759825e-05,0.35162318324119857,0,0
2018-12-31,0.005475581236343572,0.005475581236343572,2.9981989875797795e-05,0.10585440782692834,0,0
2019-01-31,0.01553589552930347,0.01553589552930347,0.00024136404989743155,2.167388660452073,0,0
2019-02-28,0.0029905878694271894,0.0029905878694271894,8.943615804765056e-06,0.8979947745072311,0,0
2019-03-31,0.017936805796754888,0.017936805796754888,0.00032172900219049977,1.500960693214797,0,0
2019-04-30,0.007411098719319244,0.007411098719319244,5.492438422749533e-05,0.8537172451254816,0,0
2019-05-31,0.004924496101735187,0.004924496101735187,2.425066185600505e-05,0.3836298166568888,0,0
2019-06-30,0.02250635856780154,0.02250635856780154,0.0005065361759824538,1.7114631631928818,0,0
2019-07-31,0.00441927027058567,0.00441927027058567,1.9529949724482338e-05,0.7309389113645993,0,0
2019-08-31,0.019628710665825336,0.019628710665825336,0.0003852862824026853,1.4677351126418867,0,0
2019-09-30,-0.004367172603726763,0.004367172603726763,1.9072196550741594e-05,0.03623081939367471,0,0
2019-10-31,0.0033587305478182217,0.0033587305478182217,1.1281070892847291e-05,0.33405688873443834,0,0
2019-11-30,0.0036626718453072744,0.0036626718453072744,1.3415165046406595e-05,0.6059966183683327,0,0
2019-12-31,0.009817491529532691,0.009817491529532691,9.638313993244614e-05,0.6422252888719588,0,0
2020-01-31,0.011696274227637554,0.011696274227637554,0.00013680283080809847,1.2819988439510357,0,0
2020-02-29,0.0006479630167024287,0.0006479630167024287,4.1985607101411193e-07,0.18766568214903812,0,0
2020-03-31,-0.04507538693387671,0.04507538693387671,0.0020317905072387028,7.141586726814059,1,0
2020-04-30,0.04267359646280375,0.04267359646280375,0.0018210358350702165,4.666204587061793,0,1
2020-05-31,0.017945695283667865,0.017945695283667865,0.00032204797921425905,1.8711246774968127,0,0
2020-06-30,0.01619712169055554,0.01619712169055554,0.0002623467510586648,2.006826517880382,0,0
2020-07-31,0.03240843781133703,0.03240843781133703,0.0010503068413712997,2.3356431670995903,0,1
2020-08-31,-0.005591927613163728,0.005591927613163728,3.126965443086299e-05,0.0390554634745284,0,0
2020-09-30,-0.003930160487931854,0.003930160487931854,1.544616146090075e-05,0.3630392734747583,0,0
2020-10-31,0.0006230865381585852,0.0006230865381585852,3.8823683403445004e-07,0.16993388312950816,0,0
2020-11-30,0.03256987224634841,0.03256987224634841,0.0010607965781434562,2.3339665254947564,0,1
2020-12-31,0.008125352902802172,0.008125352902802172,6.602135979507569e-05,0.8189481507310962,0,0
2021-01-31,-0.010104948375862623,0.010104948375862623,0.00010210998167884866,0.089781083304099,0,0
2021-02-28,-0.013649935012688373,0.013649935012688373,0.00018632072585061593,0.7447170486717849,0,0
2021-03-31,-0.006867147127464022,0.006867147127464022,4.7157709670237366e-05,0.5640267641723553,0,0
2021-04-30,0.009517723345616012,0.009517723345616012,9.058705768368405e-05,1.090058188481204,0,0
2021-05-31,0.0049145357252094735,0.0049145357252094735,2.4152661394360204e-05,0.5021406160518969,0,0
2021-06-30,0.01631865876804147,0.01631865876804147,0.00026629862398777675,1.0962962098676452,0,0
2021-07-31,0.011285460589368088,0.011285460589368088,0.00012736162071418032,0.9616655388677237,0,0
2021-08-31,-0.000659552721444662,0.000659552721444662,4.3500979236505994e-07,0.019335696380071925,0,0
2021-09-30,-0.007469422734793387,0.007469422734793387,5.579227599104832e-05,0.47238273073910314,0,0
2021-10-31,0.0029643833357693486,0.0029643833357693486,8.787568561387011e-06,0.15038454453195074,0,0
2021-11-30,-0.0012114943163753608,0.0012114943163753608,1.4677184786098028e-06,0.13948680261863552,0,0
2021-12-31,0.0022704099711676573,0.0022704099711676573,5.154761437177523e-06,0.10483759314399023,0,0
2022-01-31,-0.029621782513203618,0.029621782513203618,0.0008774499992595357,1.9406113333511588,1,0
2022-02-28,-0.015180648915531048,0.015180648915531048,0.00023045210149661398,1.5936760428060173,0,0
2022-03-31,-0.014575452972501771,0.014575452972501771,0.0002124438293536107,1.3849389261531027,0,0
2022-04-30,-0.049381967187728894,0.049381967187728894,0.0024385786833299333,3.418258171250882,1,0
2022-05-31,0.008899695827800898,0.008899695827800898,7.920458582737672e-05,0.017368552174623086,0,0
2022-06-30,-0.0286698316828639,0.0286698316828639,0.0008219592487237467,2.2917477914408946,1,0
2022-07-31,0.03665573778271381,0.03665573778271381,0.001343643112395073,2.5920020791902543,0,1
2022-08-31,-0.026445034446074,0.026445034446074,0.0006993398468540403,1.2777581077044144,1,0
2022-09-30,-0.046560720855626056,0.046560720855626056,0.002167900726595531,4.032616256934076,1,0
